,campaign_id,campaign_name,org_id,start_date,end_date,budget,clicks,impressions,conversions
5100,1,Campaign_1,213,2014-07-03,2014-08-02,661.25,244,12181,310
5101,2,Campaign_2,213,2014-01-01,2014-01-31,1660.24,6019,69059,315
5102,3,Campaign_3,213,2014-11-03,2014-12-03,22238.83,9861,76901,398
5103,4,Campaign_4,213,2014-12-05,2015-01-04,10566.21,3078,5297,267
5104,5,Campaign_5,213,2014-07-03,2014-08-02,20125.35,8109,3954,150
5105,1,Campaign_1,90,2014-12-06,2015-01-05,2220.48,1659,45320,71
5106,2,Campaign_2,90,2014-02-11,2014-03-13,47814.78,5021,54332,200
5107,3,Campaign_3,90,2014-07-13,2014-08-12,29510.13,8610,25530,155
5108,4,Campaign_4,90,2014-06-26,2014-07-26,46731.18,9342,24448,262
5109,5,Campaign_5,90,2014-04-10,2014-05-10,20564.2,166,79182,76
5110,1,Campaign_1,165,2014-12-23,2015-01-22,7829.36,5973,14368,27
5111,2,Campaign_2,165,2014-04-20,2014-05-20,22153.07,4065,6685,354
5112,3,Campaign_3,165,2014-07-23,2014-08-22,3034.79,9941,88539,417
5113,4,Campaign_4,165,2014-07-09,2014-08-08,524.27,5703,78543,60
5114,5,Campaign_5,165,2014-10-17,2014-11-16,26058.65,9657,69541,412
5115,1,Campaign_1,207,2014-12-24,2015-01-23,30548.87,1842,24468,117
5116,2,Campaign_2,207,2014-08-04,2014-09-03,13304.39,3706,60817,121
5117,3,Campaign_3,207,2014-05-24,2014-06-23,1108.88,4039,34472,336
5118,4,Campaign_4,207,2014-07-02,2014-08-01,39036.75,3157,71286,200
5119,5,Campaign_5,207,2014-10-19,2014-11-18,29864.29,9575,38646,239
5120,1,Campaign_1,221,2014-04-03,2014-05-03,690.05,4154,81086,90
5121,2,Campaign_2,221,2014-10-04,2014-11-03,42785.98,9153,98429,68
5122,3,Campaign_3,221,2014-12-17,2015-01-16,28092.01,5325,78634,263
5123,4,Campaign_4,221,2014-09-29,2014-10-29,39681.72,210,3988,469
5124,5,Campaign_5,221,2014-03-23,2014-04-22,11133.87,6558,54050,81
5125,1,Campaign_1,307,2014-12-02,2015-01-01,10226.05,7458,53631,312
5126,2,Campaign_2,307,2014-11-26,2014-12-26,14251.33,5990,46861,444
5127,3,Campaign_3,307,2014-09-16,2014-10-16,14703.13,8577,93895,71
5128,4,Campaign_4,307,2014-01-30,2014-03-01,21801.08,5183,56588,153
5129,5,Campaign_5,307,2014-02-15,2014-03-17,6898.2,2691,87251,186
5130,1,Campaign_1,43,2014-10-17,2014-11-16,4323.68,2610,57385,414
5131,2,Campaign_2,43,2014-05-19,2014-06-18,43231.87,5037,2484,125
5132,3,Campaign_3,43,2014-04-24,2014-05-24,27417.37,1848,71573,127
5133,4,Campaign_4,43,2014-08-02,2014-09-01,22258.98,1264,40969,133
5134,5,Campaign_5,43,2014-06-04,2014-07-04,23307.78,9023,51500,133
5135,1,Campaign_1,15,2014-07-22,2014-08-21,26640.64,1362,31617,11
5136,2,Campaign_2,15,2014-11-08,2014-12-08,25883.31,5941,33336,115
5137,3,Campaign_3,15,2014-01-10,2014-02-09,8084.64,297,45012,171
5138,4,Campaign_4,15,2014-11-25,2014-12-25,5225.82,5622,50811,451
5139,5,Campaign_5,15,2014-03-30,2014-04-29,20825.28,1451,46092,228
5140,1,Campaign_1,197,2014-12-27,2015-01-26,35910.45,9614,17178,454
5141,2,Campaign_2,197,2014-10-27,2014-11-26,12834.98,3698,50153,195
5142,3,Campaign_3,197,2014-05-01,2014-05-31,44725.33,2448,4284,42
5143,4,Campaign_4,197,2014-09-06,2014-10-06,34968.76,7636,39239,272
5144,5,Campaign_5,197,2014-10-04,2014-11-03,10931.86,369,69935,169
5145,1,Campaign_1,127,2014-10-10,2014-11-09,39412.43,3234,50760,252
5146,2,Campaign_2,127,2014-03-31,2014-04-30,45634.76,233,6813,322
5147,3,Campaign_3,127,2014-01-16,2014-02-15,30870.43,8524,12449,305
5148,4,Campaign_4,127,2014-07-14,2014-08-13,6363.45,3909,42438,440
5149,5,Campaign_5,127,2014-03-21,2014-04-20,29633.96,7875,3973,251
5150,1,Campaign_1,250,2014-02-22,2014-03-24,31920.08,8018,97840,19
5151,2,Campaign_2,250,2014-12-02,2015-01-01,1958.04,6709,47208,443
5152,3,Campaign_3,250,2014-04-12,2014-05-12,49549.36,2108,26890,305
5153,4,Campaign_4,250,2014-01-16,2014-02-15,15570.53,9431,4540,142
5154,5,Campaign_5,250,2014-10-26,2014-11-25,34500.88,2298,19858,144
5155,1,Campaign_1,0,2014-02-26,2014-03-28,26933.69,1222,72987,379
5156,2,Campaign_2,0,2014-01-18,2014-02-17,39795.35,490,66938,337
5157,3,Campaign_3,0,2014-01-28,2014-02-27,40333.67,6212,51948,26
5158,4,Campaign_4,0,2014-06-18,2014-07-18,28058.93,602,52477,37
5159,5,Campaign_5,0,2014-04-28,2014-05-28,5907.78,4537,34421,467
5160,1,Campaign_1,138,2014-09-05,2014-10-05,43055.41,9764,51458,423
5161,2,Campaign_2,138,2014-07-15,2014-08-14,39881.52,3802,33828,291
5162,3,Campaign_3,138,2014-12-23,2015-01-22,2236.97,4671,99046,443
5163,4,Campaign_4,138,2014-03-28,2014-04-27,34734.14,3886,30133,214
5164,5,Campaign_5,138,2014-12-19,2015-01-18,35113.23,6597,34690,439
5165,1,Campaign_1,114,2014-01-22,2014-02-21,21311.72,8129,77734,272
5166,2,Campaign_2,114,2014-03-26,2014-04-25,24245.13,2936,3451,263
5167,3,Campaign_3,114,2014-03-17,2014-04-16,22953.16,3453,71682,360
5168,4,Campaign_4,114,2014-11-13,2014-12-13,7877.91,8649,46188,293
5169,5,Campaign_5,114,2014-03-20,2014-04-19,35555.55,8289,24082,285
5170,1,Campaign_1,48,2014-02-13,2014-03-15,4922.49,6921,28639,154
5171,2,Campaign_2,48,2014-02-13,2014-03-15,48455.28,802,25049,472
5172,3,Campaign_3,48,2014-07-21,2014-08-20,31259.74,3994,94730,190
5173,4,Campaign_4,48,2014-12-27,2015-01-26,25490.12,4891,86134,196
5174,5,Campaign_5,48,2014-11-02,2014-12-02,12428.39,1586,39862,198
5175,1,Campaign_1,34,2014-08-31,2014-09-30,27108.17,6758,91004,459
5176,2,Campaign_2,34,2014-09-21,2014-10-21,39656.3,9756,2620,486
5177,3,Campaign_3,34,2014-08-21,2014-09-20,9141.05,1021,59538,453
5178,4,Campaign_4,34,2014-06-18,2014-07-18,47420.97,7668,32427,255
5179,5,Campaign_5,34,2014-05-18,2014-06-17,31942.36,8716,5407,64
5180,1,Campaign_1,131,2014-08-21,2014-09-20,45728.69,4668,61776,217
5181,2,Campaign_2,131,2014-07-18,2014-08-17,10490.13,3441,18428,309
5182,3,Campaign_3,131,2014-01-16,2014-02-15,39941.4,4901,71493,271
5183,4,Campaign_4,131,2014-01-17,2014-02-16,13810.84,2312,9984,180
5184,5,Campaign_5,131,2014-01-31,2014-03-02,17828.21,1698,82692,241
5185,1,Campaign_1,4,2014-09-09,2014-10-09,3241.18,849,25787,364
5186,2,Campaign_2,4,2014-08-20,2014-09-19,8581.74,1472,64439,141
5187,3,Campaign_3,4,2014-10-05,2014-11-04,9734.77,7884,17180,401
5188,4,Campaign_4,4,2014-09-13,2014-10-13,29922.66,8858,19296,338
5189,5,Campaign_5,4,2014-09-21,2014-10-21,35005.53,6274,92474,83
5190,1,Campaign_1,126,2014-04-02,2014-05-02,36495.52,9880,18029,474
5191,2,Campaign_2,126,2014-03-01,2014-03-31,17737.69,2335,87014,327
5192,3,Campaign_3,126,2014-09-29,2014-10-29,28314.74,3573,66416,432
5193,4,Campaign_4,126,2014-01-09,2014-02-08,23718.83,5823,27552,42
5194,5,Campaign_5,126,2014-09-15,2014-10-15,12888.99,7094,36244,276
5195,1,Campaign_1,222,2014-03-20,2014-04-19,3855.08,9803,24350,14
5196,2,Campaign_2,222,2014-04-29,2014-05-29,24704.13,7253,7824,270
5197,3,Campaign_3,222,2014-02-14,2014-03-16,39822.26,4059,61174,308
5198,4,Campaign_4,222,2014-07-16,2014-08-15,16814.81,8031,75707,299
5199,5,Campaign_5,222,2014-04-18,2014-05-18,4196.36,6530,87724,88
5200,1,Campaign_1,166,2014-04-29,2014-05-29,26722.92,8161,4510,3
5201,2,Campaign_2,166,2014-06-27,2014-07-27,14898.08,6171,75681,295
5202,3,Campaign_3,166,2014-07-08,2014-08-07,26204.7,6381,86976,346
5203,4,Campaign_4,166,2014-06-12,2014-07-12,20505.76,9880,15383,250
5204,5,Campaign_5,166,2014-06-02,2014-07-02,35856.71,9925,95254,486
5205,1,Campaign_1,7,2014-10-20,2014-11-19,37956.8,5030,88490,100
5206,2,Campaign_2,7,2014-08-30,2014-09-29,20203.82,3767,6312,99
5207,3,Campaign_3,7,2014-05-10,2014-06-09,2794.59,8134,95660,194
5208,4,Campaign_4,7,2014-04-28,2014-05-28,38928.44,3736,93766,254
5209,5,Campaign_5,7,2014-03-03,2014-04-02,14851.74,7018,56296,9
5210,1,Campaign_1,73,2014-11-05,2014-12-05,41370.29,9034,36514,274
5211,2,Campaign_2,73,2014-04-01,2014-05-01,49180.48,1171,77488,151
5212,3,Campaign_3,73,2014-08-11,2014-09-10,21035.17,3956,68823,47
5213,4,Campaign_4,73,2014-02-27,2014-03-29,39554.69,3019,78634,498
5214,5,Campaign_5,73,2014-08-23,2014-09-22,4329.88,9881,8554,107
5215,1,Campaign_1,186,2014-07-04,2014-08-03,36802.86,6677,53245,119
5216,2,Campaign_2,186,2014-07-25,2014-08-24,4218.61,1559,79179,248
5217,3,Campaign_3,186,2014-10-17,2014-11-16,49115.24,9686,18959,98
5218,4,Campaign_4,186,2014-07-17,2014-08-16,19999.48,3654,65159,231
5219,5,Campaign_5,186,2014-11-28,2014-12-28,18189.49,9185,53719,34
5220,1,Campaign_1,52,2014-09-04,2014-10-04,37475.12,4872,11211,250
5221,2,Campaign_2,52,2014-10-22,2014-11-21,25655.24,2770,99114,185
5222,3,Campaign_3,52,2014-10-25,2014-11-24,3770.08,2293,12337,260
5223,4,Campaign_4,52,2014-08-08,2014-09-07,21054.9,1795,6475,80
5224,5,Campaign_5,52,2014-03-12,2014-04-11,46874.81,410,58472,11
5225,1,Campaign_1,73,2014-10-24,2014-11-23,1480.7,1137,6475,386
5226,2,Campaign_2,73,2014-05-06,2014-06-05,44377.27,9584,43406,28
5227,3,Campaign_3,73,2014-02-27,2014-03-29,38086.74,4874,2990,176
5228,4,Campaign_4,73,2014-02-21,2014-03-23,3045.96,6605,18496,354
5229,5,Campaign_5,73,2014-09-19,2014-10-19,12307.91,6191,32263,470
5230,1,Campaign_1,63,2014-02-12,2014-03-14,45662.87,5291,32220,157
5231,2,Campaign_2,63,2014-07-07,2014-08-06,7686.76,6918,30203,25
5232,3,Campaign_3,63,2014-03-27,2014-04-26,15829.76,8725,71163,188
5233,4,Campaign_4,63,2014-06-16,2014-07-16,13220.73,6437,82282,320
5234,5,Campaign_5,63,2014-10-01,2014-10-31,8543.57,524,15671,490
5235,1,Campaign_1,93,2014-07-02,2014-08-01,46295.49,8868,83060,424
5236,2,Campaign_2,93,2014-05-26,2014-06-25,14778.92,9027,6271,420
5237,3,Campaign_3,93,2014-08-11,2014-09-10,7036.6,6294,64677,463
5238,4,Campaign_4,93,2014-07-28,2014-08-27,48807.06,9325,65853,100
5239,5,Campaign_5,93,2014-07-24,2014-08-23,47472.29,7556,3049,165
5240,1,Campaign_1,316,2014-07-30,2014-08-29,34185.48,3356,47587,73
5241,2,Campaign_2,316,2014-03-16,2014-04-15,23200.83,9132,46061,201
5242,3,Campaign_3,316,2014-08-26,2014-09-25,39060.03,7443,43417,359
5243,4,Campaign_4,316,2014-04-24,2014-05-24,6535.49,3655,26490,221
5244,5,Campaign_5,316,2014-05-31,2014-06-30,28310.87,2105,32943,358
5245,1,Campaign_1,1,2014-12-27,2015-01-26,966.18,1035,45499,493
5246,2,Campaign_2,1,2014-01-21,2014-02-20,32280.45,2728,24433,137
5247,3,Campaign_3,1,2014-01-17,2014-02-16,27837.63,651,11276,412
5248,4,Campaign_4,1,2014-07-31,2014-08-30,33238.62,7121,65736,33
5249,5,Campaign_5,1,2014-01-04,2014-02-03,13665.09,5335,59390,472
5250,1,Campaign_1,159,2014-05-28,2014-06-27,9429.07,3446,67743,170
5251,2,Campaign_2,159,2014-01-04,2014-02-03,46365.58,4052,86194,334
5252,3,Campaign_3,159,2014-04-24,2014-05-24,8182.84,2269,89104,295
5253,4,Campaign_4,159,2014-04-13,2014-05-13,48034.53,3984,86593,148
5254,5,Campaign_5,159,2014-02-01,2014-03-03,44845.9,3253,14319,469
5255,1,Campaign_1,365,2014-09-05,2014-10-05,2859.63,8748,43723,247
5256,2,Campaign_2,365,2014-02-18,2014-03-20,20502.1,7837,38330,383
5257,3,Campaign_3,365,2014-05-29,2014-06-28,37605.92,7297,18021,30
5258,4,Campaign_4,365,2014-12-06,2015-01-05,8649.92,8615,99570,84
5259,5,Campaign_5,365,2014-11-30,2014-12-30,32676.07,2601,46994,60
5260,1,Campaign_1,211,2014-06-26,2014-07-26,43876.01,7796,36802,440
5261,2,Campaign_2,211,2014-07-31,2014-08-30,14142.85,2194,20575,475
5262,3,Campaign_3,211,2014-08-14,2014-09-13,38279.79,5928,1655,27
5263,4,Campaign_4,211,2014-11-08,2014-12-08,15629.96,7506,46819,11
5264,5,Campaign_5,211,2014-10-23,2014-11-22,24181.22,1608,8208,351
5265,1,Campaign_1,17,2014-03-08,2014-04-07,37636.41,3111,78520,239
5266,2,Campaign_2,17,2014-04-21,2014-05-21,27459.91,3107,43718,471
5267,3,Campaign_3,17,2014-08-07,2014-09-06,27080.03,1323,97102,348
5268,4,Campaign_4,17,2014-07-12,2014-08-11,36781.33,3850,57096,426
5269,5,Campaign_5,17,2014-08-10,2014-09-09,46572.91,2134,87759,43
5270,1,Campaign_1,333,2014-05-27,2014-06-26,27377.24,6385,32453,318
5271,2,Campaign_2,333,2014-12-30,2015-01-29,26778.02,4231,28585,52
5272,3,Campaign_3,333,2014-11-18,2014-12-18,1464.05,1771,21675,301
5273,4,Campaign_4,333,2014-08-29,2014-09-28,933.17,2193,15519,260
5274,5,Campaign_5,333,2014-05-26,2014-06-25,24576.19,2326,21505,416
5275,1,Campaign_1,330,2014-11-12,2014-12-12,557.78,4819,54646,279
5276,2,Campaign_2,330,2014-07-26,2014-08-25,16083.4,462,35933,38
5277,3,Campaign_3,330,2014-04-26,2014-05-26,48010.67,7714,71389,279
5278,4,Campaign_4,330,2014-11-26,2014-12-26,28812.66,4319,92435,379
5279,5,Campaign_5,330,2014-02-27,2014-03-29,48557.76,2547,15576,345
5280,1,Campaign_1,7,2014-08-08,2014-09-07,24274.48,3217,41499,216
5281,2,Campaign_2,7,2014-05-02,2014-06-01,3980.84,2107,96032,391
5282,3,Campaign_3,7,2014-04-07,2014-05-07,13078.82,4118,60497,213
5283,4,Campaign_4,7,2014-12-13,2015-01-12,35669.62,4620,2075,342
5284,5,Campaign_5,7,2014-06-18,2014-07-18,9602.05,6814,1408,337
5285,1,Campaign_1,385,2014-09-06,2014-10-06,7443.43,3808,54415,3
5286,2,Campaign_2,385,2014-03-14,2014-04-13,14770.82,3863,66400,400
5287,3,Campaign_3,385,2014-01-14,2014-02-13,39527.21,2319,78430,108
5288,4,Campaign_4,385,2014-05-23,2014-06-22,22717.24,6382,98371,259
5289,5,Campaign_5,385,2014-09-26,2014-10-26,4945.0,3000,64276,420
5290,1,Campaign_1,73,2014-09-23,2014-10-23,6275.89,1218,40917,442
5291,2,Campaign_2,73,2014-09-12,2014-10-12,28411.91,9827,89084,377
5292,3,Campaign_3,73,2014-03-06,2014-04-05,25337.21,5823,45407,110
5293,4,Campaign_4,73,2014-11-04,2014-12-04,17989.13,2130,93379,25
5294,5,Campaign_5,73,2014-07-28,2014-08-27,32461.78,1199,67429,382
5295,1,Campaign_1,37,2014-10-10,2014-11-09,27870.31,214,9075,238
5296,2,Campaign_2,37,2014-07-17,2014-08-16,31347.47,6314,11439,14
5297,3,Campaign_3,37,2014-07-24,2014-08-23,17585.42,9082,14715,192
5298,4,Campaign_4,37,2014-04-06,2014-05-06,47188.41,2341,75559,152
5299,5,Campaign_5,37,2014-09-29,2014-10-29,33417.76,2984,5330,224
5300,1,Campaign_1,0,2014-03-31,2014-04-30,22486.02,5194,83733,351
5301,2,Campaign_2,0,2014-04-11,2014-05-11,30024.85,6993,24969,285
5302,3,Campaign_3,0,2014-09-17,2014-10-17,6209.35,7629,12477,151
5303,4,Campaign_4,0,2014-11-05,2014-12-05,20183.04,949,43206,491
5304,5,Campaign_5,0,2014-10-08,2014-11-07,44432.62,1516,30272,185
5305,1,Campaign_1,407,2014-12-04,2015-01-03,36927.95,2807,94625,84
5306,2,Campaign_2,407,2014-11-07,2014-12-07,49505.58,8742,96946,297
5307,3,Campaign_3,407,2014-11-10,2014-12-10,20709.17,9681,30082,355
5308,4,Campaign_4,407,2014-02-16,2014-03-18,1123.61,2172,22951,231
5309,5,Campaign_5,407,2014-07-25,2014-08-24,47593.5,9409,46971,367
5310,1,Campaign_1,399,2014-04-09,2014-05-09,33118.0,6278,31546,357
5311,2,Campaign_2,399,2014-04-16,2014-05-16,41751.47,3341,4689,156
5312,3,Campaign_3,399,2014-06-12,2014-07-12,45665.32,2465,63328,424
5313,4,Campaign_4,399,2014-11-22,2014-12-22,40473.36,981,65082,75
5314,5,Campaign_5,399,2014-04-26,2014-05-26,24777.21,5563,97946,208
5315,1,Campaign_1,3,2014-08-17,2014-09-16,28368.76,2606,11090,225
5316,2,Campaign_2,3,2014-05-04,2014-06-03,2924.31,2595,15751,19
5317,3,Campaign_3,3,2014-08-01,2014-08-31,926.23,4101,88197,326
5318,4,Campaign_4,3,2014-10-11,2014-11-10,44103.72,8142,87115,310
5319,5,Campaign_5,3,2014-08-27,2014-09-26,47648.54,2470,90824,65
5320,1,Campaign_1,10,2014-05-10,2014-06-09,35993.54,9807,4422,32
5321,2,Campaign_2,10,2014-04-07,2014-05-07,4855.95,1815,61486,432
5322,3,Campaign_3,10,2014-12-17,2015-01-16,11859.87,3128,67821,84
5323,4,Campaign_4,10,2014-11-07,2014-12-07,15249.6,3906,39484,353
5324,5,Campaign_5,10,2014-01-08,2014-02-07,33157.56,1703,47072,268
5325,1,Campaign_1,79,2014-05-28,2014-06-27,9070.97,3828,28019,48
5326,2,Campaign_2,79,2014-08-29,2014-09-28,10415.77,5411,3697,424
5327,3,Campaign_3,79,2014-11-28,2014-12-28,3205.6,4475,60967,481
5328,4,Campaign_4,79,2014-05-05,2014-06-04,38775.68,6598,75880,396
5329,5,Campaign_5,79,2014-05-23,2014-06-22,12751.11,6895,73165,24
5330,1,Campaign_1,67,2014-12-16,2015-01-15,23581.63,2727,6219,169
5331,2,Campaign_2,67,2014-03-25,2014-04-24,1741.31,389,18139,354
5332,3,Campaign_3,67,2014-05-13,2014-06-12,38255.61,6928,21637,193
5333,4,Campaign_4,67,2014-04-02,2014-05-02,36855.21,5606,70760,103
5334,5,Campaign_5,67,2014-06-01,2014-07-01,6395.97,4510,68731,39
5335,1,Campaign_1,145,2014-12-25,2015-01-24,38579.22,387,1079,290
5336,2,Campaign_2,145,2014-02-12,2014-03-14,38333.94,7203,46997,413
5337,3,Campaign_3,145,2014-08-11,2014-09-10,39070.28,1892,42020,459
5338,4,Campaign_4,145,2014-04-23,2014-05-23,23383.22,5171,97613,389
5339,5,Campaign_5,145,2014-06-29,2014-07-29,43575.74,1989,1685,127
5340,1,Campaign_1,336,2014-10-07,2014-11-06,27428.85,7750,61645,192
5341,2,Campaign_2,336,2014-06-13,2014-07-13,49230.83,6965,37484,335
5342,3,Campaign_3,336,2014-10-23,2014-11-22,17113.93,1748,97428,219
5343,4,Campaign_4,336,2014-05-05,2014-06-04,35047.35,812,32275,114
5344,5,Campaign_5,336,2014-05-12,2014-06-11,22482.47,987,85181,43
5345,1,Campaign_1,130,2014-11-27,2014-12-27,4366.38,5808,25988,347
5346,2,Campaign_2,130,2014-03-22,2014-04-21,47277.68,5094,36382,334
5347,3,Campaign_3,130,2014-12-09,2015-01-08,49934.81,2109,37909,219
5348,4,Campaign_4,130,2014-09-13,2014-10-13,40398.02,1749,49752,156
5349,5,Campaign_5,130,2014-10-31,2014-11-30,38697.72,4998,28121,331
5350,1,Campaign_1,321,2014-02-24,2014-03-26,29935.89,5414,78066,91
5351,2,Campaign_2,321,2014-05-23,2014-06-22,1378.75,5835,4155,421
5352,3,Campaign_3,321,2014-09-24,2014-10-24,42528.87,8993,75900,189
5353,4,Campaign_4,321,2014-04-01,2014-05-01,26093.86,431,14714,245
5354,5,Campaign_5,321,2014-01-02,2014-02-01,39397.44,3960,51012,325
5355,1,Campaign_1,25,2014-01-02,2014-02-01,26834.32,3657,82769,116
5356,2,Campaign_2,25,2014-06-05,2014-07-05,13020.38,2788,52512,271
5357,3,Campaign_3,25,2014-10-01,2014-10-31,47373.22,4964,11659,34
5358,4,Campaign_4,25,2014-07-04,2014-08-03,19946.22,8447,55258,52
5359,5,Campaign_5,25,2014-12-15,2015-01-14,25028.3,7920,19995,435
5360,1,Campaign_1,70,2014-08-25,2014-09-24,47719.36,4879,80995,420
5361,2,Campaign_2,70,2014-06-29,2014-07-29,10143.06,9852,29707,381
5362,3,Campaign_3,70,2014-05-06,2014-06-05,2123.88,1728,2795,7
5363,4,Campaign_4,70,2014-05-16,2014-06-15,41103.43,705,91164,466
5364,5,Campaign_5,70,2014-10-14,2014-11-13,48183.24,3521,28818,348
5365,1,Campaign_1,95,2014-02-13,2014-03-15,21039.92,6082,86731,91
5366,2,Campaign_2,95,2014-07-25,2014-08-24,11691.63,151,37806,252
5367,3,Campaign_3,95,2014-10-18,2014-11-17,25707.61,6164,70319,137
5368,4,Campaign_4,95,2014-09-12,2014-10-12,33953.68,9981,99885,339
5369,5,Campaign_5,95,2014-04-27,2014-05-27,37388.66,2852,15483,307
5370,1,Campaign_1,237,2014-10-08,2014-11-07,26274.74,2644,25728,159
5371,2,Campaign_2,237,2014-04-17,2014-05-17,44527.76,823,2366,346
5372,3,Campaign_3,237,2014-04-30,2014-05-30,5685.7,4816,43078,427
5373,4,Campaign_4,237,2014-04-25,2014-05-25,34644.38,6914,71540,41
5374,5,Campaign_5,237,2014-07-29,2014-08-28,8859.14,7363,96187,56
5375,1,Campaign_1,286,2014-12-08,2015-01-07,41170.02,9832,86048,492
5376,2,Campaign_2,286,2014-04-18,2014-05-18,694.85,8478,72307,359
5377,3,Campaign_3,286,2014-10-30,2014-11-29,34042.31,1725,17061,319
5378,4,Campaign_4,286,2014-03-18,2014-04-17,13590.51,6082,22153,446
5379,5,Campaign_5,286,2014-09-24,2014-10-24,6283.03,1395,71600,188
5380,1,Campaign_1,406,2014-07-09,2014-08-08,44098.0,1753,99698,221
5381,2,Campaign_2,406,2014-07-31,2014-08-30,38152.81,4917,9235,48
5382,3,Campaign_3,406,2014-06-27,2014-07-27,28763.25,3028,11261,13
5383,4,Campaign_4,406,2014-10-04,2014-11-03,16259.02,278,58937,390
5384,5,Campaign_5,406,2014-09-28,2014-10-28,19001.21,5407,48399,226
5385,1,Campaign_1,234,2014-08-31,2014-09-30,39155.88,8327,17002,397
5386,2,Campaign_2,234,2014-03-15,2014-04-14,2987.81,6838,5763,266
5387,3,Campaign_3,234,2014-01-20,2014-02-19,18391.69,7552,56533,221
5388,4,Campaign_4,234,2014-04-14,2014-05-14,13732.48,7915,27183,353
5389,5,Campaign_5,234,2014-03-22,2014-04-21,8192.9,9122,79755,277
5390,1,Campaign_1,369,2014-09-20,2014-10-20,29440.05,6297,58297,477
5391,2,Campaign_2,369,2014-06-03,2014-07-03,8370.66,8642,97833,116
5392,3,Campaign_3,369,2014-01-02,2014-02-01,5891.56,7200,91228,246
5393,4,Campaign_4,369,2014-04-10,2014-05-10,32419.2,329,69674,396
5394,5,Campaign_5,369,2014-06-18,2014-07-18,32206.53,3678,49744,143
5395,1,Campaign_1,6,2014-07-23,2014-08-22,18429.17,8202,13620,487
5396,2,Campaign_2,6,2014-06-22,2014-07-22,30661.85,428,78289,364
5397,3,Campaign_3,6,2014-02-18,2014-03-20,4478.2,8286,25416,114
5398,4,Campaign_4,6,2014-07-28,2014-08-27,13822.17,1313,76861,211
5399,5,Campaign_5,6,2014-07-28,2014-08-27,926.5,6199,86531,225
5400,1,Campaign_1,23,2014-11-14,2014-12-14,3035.87,2802,81570,80
5401,2,Campaign_2,23,2014-11-12,2014-12-12,43942.25,2837,39205,70
5402,3,Campaign_3,23,2014-09-01,2014-10-01,2969.1,6920,86294,139
5403,4,Campaign_4,23,2014-01-08,2014-02-07,11061.57,4297,75934,397
5404,5,Campaign_5,23,2014-06-03,2014-07-03,10534.53,2152,57827,304
5405,1,Campaign_1,301,2014-03-11,2014-04-10,8295.18,4413,68451,365
5406,2,Campaign_2,301,2014-01-31,2014-03-02,48340.72,3755,39062,439
5407,3,Campaign_3,301,2014-12-10,2015-01-09,12714.33,4585,84847,66
5408,4,Campaign_4,301,2014-09-29,2014-10-29,47560.61,3163,57007,486
5409,5,Campaign_5,301,2014-01-03,2014-02-02,8563.14,2633,30931,136
5410,1,Campaign_1,5,2014-12-29,2015-01-28,14828.47,6518,31245,182
5411,2,Campaign_2,5,2014-04-26,2014-05-26,29530.12,7184,58783,491
5412,3,Campaign_3,5,2014-07-06,2014-08-05,44675.02,7630,77624,333
5413,4,Campaign_4,5,2014-04-14,2014-05-14,37508.63,3768,18717,231
5414,5,Campaign_5,5,2014-09-12,2014-10-12,24624.08,8810,1521,25
5415,1,Campaign_1,333,2014-12-27,2015-01-26,15218.91,8488,58386,254
5416,2,Campaign_2,333,2014-11-10,2014-12-10,28509.12,3721,65257,24
5417,3,Campaign_3,333,2014-08-09,2014-09-08,45284.0,2171,5547,389
5418,4,Campaign_4,333,2014-09-24,2014-10-24,46696.47,960,84983,282
5419,5,Campaign_5,333,2014-03-04,2014-04-03,7127.77,499,97254,180
5420,1,Campaign_1,56,2014-05-18,2014-06-17,14979.47,8157,34208,43
5421,2,Campaign_2,56,2014-05-20,2014-06-19,12201.8,8605,99843,127
5422,3,Campaign_3,56,2014-11-04,2014-12-04,42464.17,9449,6128,145
5423,4,Campaign_4,56,2014-11-04,2014-12-04,32516.6,2956,83713,109
5424,5,Campaign_5,56,2014-05-30,2014-06-29,9918.13,6054,88000,319
5425,1,Campaign_1,45,2014-01-09,2014-02-08,44091.43,2987,90161,327
5426,2,Campaign_2,45,2014-02-16,2014-03-18,9219.64,9686,28289,172
5427,3,Campaign_3,45,2014-11-28,2014-12-28,4863.04,508,18351,334
5428,4,Campaign_4,45,2014-12-30,2015-01-29,34593.3,9000,34330,11
5429,5,Campaign_5,45,2014-03-21,2014-04-20,29533.76,9429,97212,57
5430,1,Campaign_1,130,2014-11-26,2014-12-26,26301.1,1228,19765,367
5431,2,Campaign_2,130,2014-05-13,2014-06-12,17219.13,7162,43683,293
5432,3,Campaign_3,130,2014-04-23,2014-05-23,12666.43,1856,13115,126
5433,4,Campaign_4,130,2014-06-24,2014-07-24,21218.23,7371,98760,340
5434,5,Campaign_5,130,2014-05-01,2014-05-31,36300.03,2606,29409,487
5435,1,Campaign_1,326,2014-01-30,2014-03-01,36681.52,9473,2874,68
5436,2,Campaign_2,326,2014-04-23,2014-05-23,27376.6,7770,52486,219
5437,3,Campaign_3,326,2014-04-13,2014-05-13,11111.24,2641,42753,177
5438,4,Campaign_4,326,2014-07-31,2014-08-30,12701.95,1403,45235,132
5439,5,Campaign_5,326,2014-02-21,2014-03-23,43432.87,3700,33942,197
5440,1,Campaign_1,182,2014-02-04,2014-03-06,39308.56,7266,80959,373
